http://git-wip-us.apache.org/repos/asf/cassandra.git git:trunk
Fetching Cassandra updates...
Current cluster is now: trunk-long-column-names
INFO  18:43:57 Did not find Netty's native epoll transport in the classpath, defaulting to NIO.
INFO  18:43:58 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  18:43:58 New Cassandra host /127.0.0.1:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.2:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.3:9042 added
Connected to cluster: trunk-long-column-names
Datatacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.2; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.3; Rack: rack1
Created keyspaces. Sleeping 3s for propagation.
Sleeping 2s...
Warming up WRITE with 150000 iterations...
Running WRITE with 5 threads for 500000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,        166585,     262,     262,     262,    12.4,     5.7,    48.1,    90.8,   100.5,   100.5,  543.5,  0.00488,      0,      0,       0,       0,       0,       0
total,        166895,     297,     297,     297,     9.9,     5.1,    39.1,    72.0,    87.0,    87.0,  544.6,  0.00487,      0,      0,       0,       0,       0,       0
total,        167186,     284,     284,     284,    12.3,     6.4,    52.6,    87.1,    96.0,    96.0,  545.6,  0.00486,      0,      0,       0,       0,       0,       0
total,        167473,     274,     274,     274,    11.1,     5.0,    47.9,    85.4,   104.6,   104.6,  546.6,  0.00486,      0,      0,       0,       0,       0,       0
total,        167808,     331,     331,     331,    10.0,     5.1,    38.0,    63.2,    76.4,    76.4,  547.7,  0.00485,      0,      0,       0,       0,       0,       0
total,        168181,     352,     352,     352,     9.6,     5.2,    34.3,    78.8,    96.3,    96.3,  548.7,  0.00484,      0,      0,       0,       0,       0,       0
total,        168512,     320,     320,     320,    10.0,     4.9,    40.0,    79.5,   112.5,   112.5,  549.7,  0.00484,      0,      0,       0,       0,       0,       0
total,        168839,     327,     327,     327,    10.3,     5.1,    47.2,    69.7,    79.7,    79.7,  550.7,  0.00483,      0,      0,       0,       0,       0,       0
total,        169165,     308,     308,     308,    11.3,     6.0,    41.1,    89.5,   122.6,   122.6,  551.8,  0.00482,      0,      0,       0,       0,       0,       0
total,        169458,     285,     285,     285,    11.8,     6.6,    43.9,    80.8,    82.2,    82.2,  552.8,  0.00481,      0,      0,       0,       0,       0,       0
total,        169762,     300,     300,     300,     9.0,     5.0,    34.0,    65.0,    83.5,    83.5,  553.8,  0.00481,      0,      0,       0,       0,       0,       0
total,        170030,     256,     256,     256,    12.8,     6.1,    54.1,    68.2,    72.2,    72.2,  554.9,  0.00481,      0,      0,       0,       0,       0,       0
total,        170311,     278,     278,     278,    12.8,     6.3,    52.3,    85.4,   102.7,   102.7,  555.9,  0.00480,      0,      0,       0,       0,       0,       0
total,        170599,     283,     283,     283,    12.9,     6.8,    50.8,    71.1,   108.5,   108.5,  556.9,  0.00480,      0,      0,       0,       0,       0,       0
total,        170872,     264,     264,     264,    13.1,     6.2,    53.9,    80.7,    99.4,    99.4,  558.0,  0.00480,      0,      0,       0,       0,       0,       0
total,        171173,     290,     290,     290,    10.9,     6.8,    39.5,    58.8,    82.0,    82.0,  559.0,  0.00479,      0,      0,       0,       0,       0,       0
total,        171467,     291,     291,     291,    11.0,     5.7,    45.3,    73.0,    84.3,    84.3,  560.0,  0.00479,      0,      0,       0,       0,       0,       0
total,        171756,     283,     283,     283,    12.9,     6.3,    59.4,    86.4,    98.4,    98.4,  561.0,  0.00478,      0,      0,       0,       0,       0,       0
total,        172045,     268,     268,     268,    12.2,     5.9,    58.3,    81.2,    90.5,    90.5,  562.1,  0.00478,      0,      0,       0,       0,       0,       0
total,        172228,     177,     177,     177,    20.6,     7.2,    77.9,   148.3,   150.1,   150.1,  563.1,  0.00484,      0,      0,       0,       0,       0,       0
total,        172498,     262,     262,     262,    11.3,     6.2,    46.1,    74.8,    78.1,    78.1,  564.2,  0.00484,      0,      0,       0,       0,       0,       0
total,        172818,     302,     302,     302,    10.8,     6.1,    41.2,    72.4,   108.8,   108.8,  565.2,  0.00483,      0,      0,       0,       0,       0,       0
total,        173131,     315,     315,     315,    10.5,     6.7,    32.1,    59.6,    89.1,    89.1,  566.2,  0.00482,      0,      0,       0,       0,       0,       0
total,        173448,     262,     262,     262,    13.0,     5.4,    59.5,    99.0,   208.1,   208.1,  567.4,  0.00482,      0,      0,       0,       0,       0,       0
total,        173782,     328,     328,     328,    10.3,     5.8,    43.5,    64.5,    69.6,    69.6,  568.4,  0.00481,      0,      0,       0,       0,       0,       0
total,        174043,     255,     255,     255,    12.1,     5.8,    50.1,    75.4,    83.2,    83.2,  569.5,  0.00482,      0,      0,       0,       0,       0,       0
total,        174378,     306,     306,     306,    10.2,     5.3,    43.4,    69.3,   100.7,   100.7,  570.6,  0.00481,      0,      0,       0,       0,       0,       0
total,        174710,     329,     329,     329,    10.1,     5.3,    34.3,    86.3,   104.9,   104.9,  571.6,  0.00480,      0,      0,       0,       0,       0,       0
total,        175027,     312,     312,     312,     9.9,     5.6,    41.3,    57.5,    64.6,    64.6,  572.6,  0.00480,      0,      0,       0,       0,       0,       0
total,        175350,     316,     316,     316,    10.3,     4.8,    44.0,    67.8,    72.2,    72.2,  573.6,  0.00479,      0,      0,       0,       0,       0,       0
total,        175705,     349,     349,     349,    10.1,     5.7,    45.3,    60.0,    76.2,    76.2,  574.6,  0.00478,      0,      0,       0,       0,       0,       0
total,        176044,     334,     334,     334,     9.7,     5.0,    41.1,    55.1,    67.3,    67.3,  575.6,  0.00478,      0,      0,       0,       0,       0,       0
total,        176368,     302,     302,     302,    10.7,     4.8,    50.7,    88.7,   101.1,   101.1,  576.7,  0.00477,      0,      0,       0,       0,       0,       0
total,        176737,     347,     347,     347,     8.5,     4.5,    35.5,    55.5,    71.3,    71.3,  577.8,  0.00476,      0,      0,       0,       0,       0,       0
total,        177015,     291,     291,     291,    10.6,     5.0,    51.7,    74.1,    82.8,    82.8,  578.7,  0.00476,      0,      0,       0,       0,       0,       0
total,        177291,     257,     257,     257,    12.4,     5.5,    57.1,    90.9,   110.7,   110.7,  579.8,  0.00475,      0,      0,       0,       0,       0,       0
total,        177592,     282,     282,     282,    11.0,     6.0,    42.1,    59.6,    72.7,    72.7,  580.9,  0.00475,      0,      0,       0,       0,       0,       0
total,        177916,     318,     318,     318,     9.9,     5.8,    41.7,    67.5,    85.0,    85.0,  581.9,  0.00474,      0,      0,       0,       0,       0,       0
total,        178177,     266,     266,     266,    13.1,     6.3,    51.7,   109.0,   128.4,   128.4,  582.9,  0.00473,      0,      0,       0,       0,       0,       0
total,        178422,     233,     233,     233,    15.3,     7.8,    61.8,   107.9,   141.9,   141.9,  583.9,  0.00474,      0,      0,       0,       0,       0,       0
total,        178664,     237,     237,     237,    13.5,     5.4,    60.3,    90.9,   122.6,   122.6,  585.0,  0.00475,      0,      0,       0,       0,       0,       0
total,        178949,     272,     272,     272,    11.9,     6.0,    44.1,    69.4,    83.4,    83.4,  586.0,  0.00475,      0,      0,       0,       0,       0,       0
total,        179235,     282,     282,     282,     9.5,     4.8,    42.9,    63.3,    76.7,    76.7,  587.0,  0.00474,      0,      0,       0,       0,       0,       0
total,        179497,     254,     254,     254,    12.9,     6.6,    55.2,    86.5,    95.4,    95.4,  588.0,  0.00474,      0,      0,       0,       0,       0,       0
total,        179803,     290,     290,     290,    10.7,     5.5,    47.0,    72.6,    77.5,    77.5,  589.1,  0.00473,      0,      0,       0,       0,       0,       0
total,        180101,     283,     283,     283,    12.8,     6.2,    53.2,    90.4,   103.0,   103.0,  590.2,  0.00473,      0,      0,       0,       0,       0,       0
total,        180359,     249,     249,     249,    14.4,     7.0,    58.0,    83.4,    99.6,    99.6,  591.2,  0.00473,      0,      0,       0,       0,       0,       0
total,        180628,     266,     266,     266,    11.2,     6.2,    40.4,    62.7,    76.4,    76.4,  592.2,  0.00473,      0,      0,       0,       0,       0,       0
total,        180911,     283,     283,     283,    12.5,     5.9,    50.1,    67.7,    81.0,    81.0,  593.2,  0.00472,      0,      0,       0,       0,       0,       0
total,        181184,     263,     263,     263,    10.5,     4.9,    46.5,    87.0,   175.6,   175.6,  594.2,  0.00472,      0,      0,       0,       0,       0,       0
total,        181481,     294,     294,     294,    10.5,     5.7,    39.6,    90.6,    96.7,    96.7,  595.3,  0.00472,      0,      0,       0,       0,       0,       0
total,        181779,     280,     280,     280,    11.4,     6.0,    54.2,    89.3,    99.5,    99.5,  596.3,  0.00471,      0,      0,       0,       0,       0,       0
total,        182089,     306,     306,     306,    11.9,     4.6,    58.4,   107.0,   177.2,   177.2,  597.3,  0.00470,      0,      0,       0,       0,       0,       0
total,        182288,     189,     189,     189,    20.8,     7.4,   156.3,   218.3,   221.4,   221.4,  598.4,  0.00472,      0,      0,       0,       0,       0,       0
total,        182566,     269,     269,     269,    12.1,     6.5,    47.2,    69.1,    75.4,    75.4,  599.4,  0.00472,      0,      0,       0,       0,       0,       0
total,        182888,     309,     309,     309,    10.0,     5.2,    37.7,    72.2,    86.1,    86.1,  600.5,  0.00471,      0,      0,       0,       0,       0,       0
total,        183205,     306,     306,     306,    11.3,     5.5,    46.8,    92.3,   101.9,   101.9,  601.5,  0.00470,      0,      0,       0,       0,       0,       0
total,        183487,     264,     264,     264,    11.8,     6.2,    49.2,    72.2,    84.3,    84.3,  602.6,  0.00470,      0,      0,       0,       0,       0,       0
total,        183776,     276,     276,     276,    10.6,     6.2,    45.3,    64.1,    71.5,    71.5,  603.6,  0.00470,      0,      0,       0,       0,       0,       0
total,        184049,     255,     255,     255,    13.5,     5.6,    60.2,   112.3,   140.9,   140.9,  604.7,  0.00470,      0,      0,       0,       0,       0,       0
total,        184360,     305,     305,     305,     9.6,     4.5,    40.0,    75.7,    94.1,    94.1,  605.7,  0.00469,      0,      0,       0,       0,       0,       0
total,        184710,     326,     326,     326,     9.2,     4.2,    42.8,    69.9,    77.4,    77.4,  606.8,  0.00469,      0,      0,       0,       0,       0,       0
total,        184965,     248,     248,     248,    13.7,     5.9,    63.4,    84.7,   138.1,   138.1,  607.8,  0.00469,      0,      0,       0,       0,       0,       0
total,        185311,     332,     332,     332,     9.7,     4.8,    41.6,    70.6,    80.9,    80.9,  608.8,  0.00469,      0,      0,       0,       0,       0,       0
total,        185630,     314,     314,     314,    11.7,     6.3,    59.3,    76.9,    97.3,    97.3,  609.9,  0.00468,      0,      0,       0,       0,       0,       0
total,        185967,     331,     331,     331,     9.6,     5.0,    39.9,    63.7,    73.2,    73.2,  610.9,  0.00467,      0,      0,       0,       0,       0,       0
total,        186302,     316,     316,     316,    11.0,     5.4,    57.5,    80.0,    89.8,    89.8,  611.9,  0.00466,      0,      0,       0,       0,       0,       0
total,        186589,     286,     286,     286,    10.9,     5.0,    47.2,    71.8,    75.9,    75.9,  612.9,  0.00466,      0,      0,       0,       0,       0,       0
total,        186954,     357,     357,     357,     8.4,     4.4,    33.5,    54.6,    64.8,    64.8,  614.0,  0.00466,      0,      0,       0,       0,       0,       0
total,        187246,     289,     289,     289,    10.7,     5.0,    46.6,    89.3,    91.8,    91.8,  615.0,  0.00465,      0,      0,       0,       0,       0,       0
total,        187572,     315,     315,     315,    10.7,     5.1,    43.8,    73.2,    84.2,    84.2,  616.0,  0.00464,      0,      0,       0,       0,       0,       0
total,        187862,     286,     286,     286,    12.4,     6.0,    52.6,    74.2,    74.3,    74.3,  617.0,  0.00464,      0,      0,       0,       0,       0,       0
total,        188181,     310,     310,     310,    11.6,     5.3,    51.9,    75.4,    93.2,    93.2,  618.1,  0.00463,      0,      0,       0,       0,       0,       0
total,        188505,     320,     320,     320,    11.0,     5.1,    46.0,    70.6,    77.1,    77.1,  619.1,  0.00462,      0,      0,       0,       0,       0,       0
total,        188840,     329,     329,     329,     8.4,     4.2,    31.4,    58.7,    66.7,    66.7,  620.1,  0.00462,      0,      0,       0,       0,       0,       0
total,        189184,     340,     340,     340,     9.4,     5.2,    30.9,    68.9,    83.8,    83.8,  621.1,  0.00461,      0,      0,       0,       0,       0,       0
total,        189499,     308,     308,     308,    11.1,     5.2,    45.1,   121.0,   132.7,   132.7,  622.1,  0.00461,      0,      0,       0,       0,       0,       0
total,        189871,     378,     378,     378,     9.1,     4.5,    36.7,    51.7,    63.1,    63.1,  623.1,  0.00461,      0,      0,       0,       0,       0,       0
total,        190193,     309,     309,     309,    11.2,     5.3,    49.7,    99.4,   123.6,   123.6,  624.1,  0.00460,      0,      0,       0,       0,       0,       0
total,        190515,     312,     312,     312,    10.2,     4.4,    47.1,    64.2,    77.2,    77.2,  625.2,  0.00460,      0,      0,       0,       0,       0,       0
total,        190871,     347,     347,     347,     9.8,     5.1,    45.4,    54.4,    66.4,    66.4,  626.2,  0.00459,      0,      0,       0,       0,       0,       0
